generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
273,327,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
274,330,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
275,338,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
276,333,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
277,340,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
278,351,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
279,327,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
280,338,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
281,347,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
282,336,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
283,362,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
284,356,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
285,342,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
286,333,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
287,342,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
288,336,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
289,335,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
290,359,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
291,333,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
292,339,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
293,318,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
294,328,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
295,353,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
296,353,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
297,342,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
298,346,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
299,336,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
